,Reporter Countries,Partner Countries,Element,Year Code,Value
170555,Bulgaria,Malaysia,Import Quantity,2016,19260.0
170663,Bulgaria,Malta,Import Quantity,2016,923.0
170772,Bulgaria,Mauritius,Import Quantity,2016,5720.0
170841,Bulgaria,Mexico,Import Quantity,2016,742.0
170939,Bulgaria,Montenegro,Import Quantity,2016,41.0
170997,Bulgaria,Morocco,Import Quantity,2016,19.0
171029,Bulgaria,Mozambique,Import Quantity,2016,23.0
171058,Bulgaria,Myanmar,Import Quantity,2016,949.0
171189,Bulgaria,Netherlands,Import Quantity,2016,80192.0
171282,Bulgaria,New Zealand,Import Quantity,2016,1284.0
171332,Bulgaria,Nicaragua,Import Quantity,2016,1015.0
171430,Bulgaria,Nigeria,Import Quantity,2016,27.0
171492,Bulgaria,North Macedonia,Import Quantity,2016,56963.0
171564,Bulgaria,Norway,Import Quantity,2016,194.0
171663,Bulgaria,Pakistan,Import Quantity,2016,418.0
171745,Bulgaria,Panama,Import Quantity,2016,1.0
171787,Bulgaria,Paraguay,Import Quantity,2016,62.0
171835,Bulgaria,Peru,Import Quantity,2016,2194.0
171905,Bulgaria,Philippines,Import Quantity,2016,13.0
171980,Bulgaria,Poland,Import Quantity,2016,202818.0
172051,Bulgaria,Portugal,Import Quantity,2016,1613.0
172097,Bulgaria,Qatar,Import Quantity,2016,1.0
172147,Bulgaria,Republic of Korea,Import Quantity,2016,3497.0
172213,Bulgaria,Republic of Moldova,Import Quantity,2016,82347.0
172287,Bulgaria,Romania,Import Quantity,2016,505654.0
172355,Bulgaria,Russian Federation,Import Quantity,2016,10968.0
172494,Bulgaria,Saudi Arabia,Import Quantity,2016,21.0
172563,Bulgaria,Serbia,Import Quantity,2016,151722.0
172710,Bulgaria,Singapore,Import Quantity,2016,584.0
172776,Bulgaria,Slovakia,Import Quantity,2016,22695.0
172841,Bulgaria,Slovenia,Import Quantity,2016,6137.0
172919,Bulgaria,South Africa,Import Quantity,2016,1811.0
172992,Bulgaria,Spain,Import Quantity,2016,64458.0
173065,Bulgaria,Sri Lanka,Import Quantity,2016,670.0
173094,Bulgaria,Sudan,Import Quantity,2016,19.0
173203,Bulgaria,Sweden,Import Quantity,2016,5385.0
173278,Bulgaria,Switzerland,Import Quantity,2016,208.0
173351,Bulgaria,Syrian Arab Republic,Import Quantity,2016,123.0
173467,Bulgaria,Thailand,Import Quantity,2016,26799.0
173626,Bulgaria,Tunisia,Import Quantity,2016,228.0
173697,Bulgaria,Turkey,Import Quantity,2016,144944.0
173819,Bulgaria,Uganda,Import Quantity,2016,634.0
173885,Bulgaria,Ukraine,Import Quantity,2016,31227.0
173955,Bulgaria,United Arab Emirates,Import Quantity,2016,128.0
174030,Bulgaria,United Kingdom,Import Quantity,2016,16386.0
174092,Bulgaria,United Republic of Tanzania,Import Quantity,2016,139.0
174170,Bulgaria,United States of America,Import Quantity,2016,5914.0
174244,Bulgaria,Unspecified Area,Import Quantity,2016,12.0
174299,Bulgaria,Uruguay,Import Quantity,2016,476.0
174478,Bulgaria,Viet Nam,Import Quantity,2016,9065.0
174604,Bulgaria,Zimbabwe,Import Quantity,2016,178.0
174636,Burkina Faso,Albania,Import Quantity,2016,7.0
174677,Burkina Faso,Algeria,Import Quantity,2016,145.0
174719,Burkina Faso,Argentina,Import Quantity,2016,265.0
174754,Burkina Faso,Australia,Import Quantity,2016,46.0
174791,Burkina Faso,Austria,Import Quantity,2016,164.0
174824,Burkina Faso,Bangladesh,Import Quantity,2016,159.0
174864,Burkina Faso,Belgium,Import Quantity,2016,5547.0
174948,Burkina Faso,Benin,Import Quantity,2016,15800.0
175002,Burkina Faso,Brazil,Import Quantity,2016,22494.0
175085,Burkina Faso,Cabo Verde,Import Quantity,2016,10.0
175091,Burkina Faso,Cambodia,Import Quantity,2016,2.0
175116,Burkina Faso,Cameroon,Import Quantity,2016,2335.0
175173,Burkina Faso,Canada,Import Quantity,2016,21289.0
175211,Burkina Faso,Chile,Import Quantity,2016,35.0
175252,Burkina Faso,"China, Hong Kong SAR",Import Quantity,2016,456.0
175299,Burkina Faso,"China, Taiwan Province of",Import Quantity,2016,257.0
175354,Burkina Faso,"China, mainland",Import Quantity,2016,20862.0
175382,Burkina Faso,Colombia,Import Quantity,2016,18.0
175420,Burkina Faso,Cyprus,Import Quantity,2016,21.0
175434,Burkina Faso,Czechia,Import Quantity,2016,2.0
175496,Burkina Faso,Côte d'Ivoire,Import Quantity,2016,152372.0
175584,Burkina Faso,Denmark,Import Quantity,2016,2392.0
175659,Burkina Faso,Egypt,Import Quantity,2016,557.0
175750,Burkina Faso,France,Import Quantity,2016,141545.0
175855,Burkina Faso,Germany,Import Quantity,2016,5428.0
175927,Burkina Faso,Ghana,Import Quantity,2016,35359.0
176002,Burkina Faso,Guatemala,Import Quantity,2016,68543.0
176044,Burkina Faso,Hungary,Import Quantity,2016,1.0
176105,Burkina Faso,India,Import Quantity,2016,174047.0
176155,Burkina Faso,Indonesia,Import Quantity,2016,8823.0
176186,Burkina Faso,Iran (Islamic Republic of),Import Quantity,2016,316.0
176225,Burkina Faso,Ireland,Import Quantity,2016,3734.0
176327,Burkina Faso,Italy,Import Quantity,2016,5647.0
176394,Burkina Faso,Japan,Import Quantity,2016,3140.0
176437,Burkina Faso,Kenya,Import Quantity,2016,29.0
176495,Burkina Faso,Lebanon,Import Quantity,2016,228.0
176617,Burkina Faso,Malaysia,Import Quantity,2016,12469.0
176687,Burkina Faso,Mali,Import Quantity,2016,7454.0
176774,Burkina Faso,Mexico,Import Quantity,2016,24.0
176836,Burkina Faso,Morocco,Import Quantity,2016,8659.0
176929,Burkina Faso,Netherlands,Import Quantity,2016,13730.0
176963,Burkina Faso,New Zealand,Import Quantity,2016,766.0
176984,Burkina Faso,Nicaragua,Import Quantity,2016,5013.0
177042,Burkina Faso,Niger,Import Quantity,2016,6787.0
177110,Burkina Faso,Nigeria,Import Quantity,2016,813.0
177134,Burkina Faso,North Macedonia,Import Quantity,2016,11.0
177172,Burkina Faso,Pakistan,Import Quantity,2016,9395.0
177220,Burkina Faso,Peru,Import Quantity,2016,7.0
177235,Burkina Faso,Philippines,Import Quantity,2016,19.0
177271,Burkina Faso,Poland,Import Quantity,2016,49.0
177305,Burkina Faso,Portugal,Import Quantity,2016,397.0
177371,Burkina Faso,Romania,Import Quantity,2016,428.0
177399,Burkina Faso,Russian Federation,Import Quantity,2016,5015.0
177420,Burkina Faso,Saint Vincent and the Grenadines,Import Quantity,2016,2.0
177452,Burkina Faso,Saudi Arabia,Import Quantity,2016,389.0
177519,Burkina Faso,Senegal,Import Quantity,2016,8940.0
177598,Burkina Faso,Singapore,Import Quantity,2016,935.0
177651,Burkina Faso,South Africa,Import Quantity,2016,3478.0
177723,Burkina Faso,Spain,Import Quantity,2016,6109.0
177759,Burkina Faso,Sri Lanka,Import Quantity,2016,918.0
177833,Burkina Faso,Sweden,Import Quantity,2016,1.0
177901,Burkina Faso,Switzerland,Import Quantity,2016,286.0
177939,Burkina Faso,Syrian Arab Republic,Import Quantity,2016,5.0
177969,Burkina Faso,Thailand,Import Quantity,2016,292379.0
178041,Burkina Faso,Togo,Import Quantity,2016,35009.0
178095,Burkina Faso,Tunisia,Import Quantity,2016,2254.0
178153,Burkina Faso,Turkey,Import Quantity,2016,11148.0
178177,Burkina Faso,Turks and Caicos Islands,Import Quantity,2016,298.0
178194,Burkina Faso,Ukraine,Import Quantity,2016,3387.0
178237,Burkina Faso,United Arab Emirates,Import Quantity,2016,551.0
178304,Burkina Faso,United Kingdom,Import Quantity,2016,1076.0
178373,Burkina Faso,United States of America,Import Quantity,2016,11966.0
178433,Burkina Faso,Uruguay,Import Quantity,2016,53.0
178472,Burkina Faso,Viet Nam,Import Quantity,2016,865.0
178589,Burundi,Belgium,Import Quantity,2016,1.0
178783,Burundi,"China, mainland",Import Quantity,2016,500.0
179175,Burundi,India,Import Quantity,2016,1416.0
180370,Burundi,United Republic of Tanzania,Import Quantity,2016,865.0
180743,Cabo Verde,Brazil,Import Quantity,2016,7231.0
180848,Cabo Verde,"China, mainland",Import Quantity,2016,1245.0
181267,Cabo Verde,India,Import Quantity,2016,78.0
181359,Cabo Verde,Italy,Import Quantity,2016,1.0
181388,Cabo Verde,Japan,Import Quantity,2016,1110.0
181691,Cabo Verde,Pakistan,Import Quantity,2016,626.0
181823,Cabo Verde,Portugal,Import Quantity,2016,52.0
182032,Cabo Verde,Spain,Import Quantity,2016,10.0
182116,Cabo Verde,Thailand,Import Quantity,2016,14765.0
182401,Cabo Verde,Uruguay,Import Quantity,2016,144.0
182491,Cambodia,Antigua and Barbuda,Import Quantity,2016,1500.0
182501,Cambodia,Argentina,Import Quantity,2016,19473.0
182543,Cambodia,Australia,Import Quantity,2016,41113.0
182578,Cambodia,Austria,Import Quantity,2016,17.0
182597,Cambodia,Bangladesh,Import Quantity,2016,18.0
182645,Cambodia,Belgium,Import Quantity,2016,1848.0
182694,Cambodia,Brazil,Import Quantity,2016,3479.0
182734,Cambodia,Bulgaria,Import Quantity,2016,17.0
182780,Cambodia,Canada,Import Quantity,2016,390.0
182806,Cambodia,Chile,Import Quantity,2016,372.0
182852,Cambodia,"China, Hong Kong SAR",Import Quantity,2016,845.0
182915,Cambodia,"China, Taiwan Province of",Import Quantity,2016,2783.0
182961,Cambodia,"China, mainland",Import Quantity,2016,29524.0
182981,Cambodia,Colombia,Import Quantity,2016,9.0
183012,Cambodia,Cuba,Import Quantity,2016,1.0
183037,Cambodia,Cyprus,Import Quantity,2016,688.0
183066,Cambodia,Czechia,Import Quantity,2016,6.0
183136,Cambodia,Denmark,Import Quantity,2016,10780.0
183171,Cambodia,Egypt,Import Quantity,2016,70.0
183209,Cambodia,Eswatini,Import Quantity,2016,2.0
183224,Cambodia,Fiji,Import Quantity,2016,267.0
183271,Cambodia,France,Import Quantity,2016,19820.0
183331,Cambodia,Germany,Import Quantity,2016,7018.0
183377,Cambodia,Greece,Import Quantity,2016,2.0
183419,Cambodia,Hungary,Import Quantity,2016,21.0
183461,Cambodia,India,Import Quantity,2016,15484.0
183507,Cambodia,Indonesia,Import Quantity,2016,42545.0
183555,Cambodia,Ireland,Import Quantity,2016,323.0
183585,Cambodia,Israel,Import Quantity,2016,85.0
183622,Cambodia,Italy,Import Quantity,2016,7040.0
183633,Cambodia,Jamaica,Import Quantity,2016,2.0
183669,Cambodia,Japan,Import Quantity,2016,962.0
183745,Cambodia,Lao People's Democratic Republic,Import Quantity,2016,8746.0
183811,Cambodia,Malawi,Import Quantity,2016,20.0
183850,Cambodia,Malaysia,Import Quantity,2016,33539.0
183871,Cambodia,Mali,Import Quantity,2016,4.0
183907,Cambodia,Mexico,Import Quantity,2016,830.0
183927,Cambodia,Mozambique,Import Quantity,2016,6.0
183945,Cambodia,Myanmar,Import Quantity,2016,909.0
184001,Cambodia,Netherlands,Import Quantity,2016,14621.0
184045,Cambodia,New Zealand,Import Quantity,2016,2033.0
184082,Cambodia,North Macedonia,Import Quantity,2016,4.0
184101,Cambodia,Norway,Import Quantity,2016,2.0
184130,Cambodia,Pakistan,Import Quantity,2016,5.0
184201,Cambodia,Philippines,Import Quantity,2016,718.0
184235,Cambodia,Poland,Import Quantity,2016,16147.0
184268,Cambodia,Portugal,Import Quantity,2016,1.0
184280,Cambodia,Qatar,Import Quantity,2016,10.0
184317,Cambodia,Republic of Korea,Import Quantity,2016,8893.0
184332,Cambodia,Republic of Moldova,Import Quantity,2016,1554.0
184396,Cambodia,Saudi Arabia,Import Quantity,2016,345.0
184459,Cambodia,Singapore,Import Quantity,2016,54802.0
184529,Cambodia,South Africa,Import Quantity,2016,456.0
184564,Cambodia,Spain,Import Quantity,2016,2212.0
184598,Cambodia,Sri Lanka,Import Quantity,2016,591.0
184628,Cambodia,Sweden,Import Quantity,2016,491.0
184712,Cambodia,Thailand,Import Quantity,2016,411252.0
184740,Cambodia,Tunisia,Import Quantity,2016,150.0
184762,Cambodia,Turkey,Import Quantity,2016,752.0
184789,Cambodia,Ukraine,Import Quantity,2016,4153.0
184818,Cambodia,United Arab Emirates,Import Quantity,2016,11689.0
184860,Cambodia,United Kingdom,Import Quantity,2016,2138.0
184914,Cambodia,United States of America,Import Quantity,2016,55011.0
184934,Cambodia,Unspecified Area,Import Quantity,2016,1258.0
184988,Cambodia,Viet Nam,Import Quantity,2016,249374.0
185010,Cambodia,Zimbabwe,Import Quantity,2016,35.0
185551,Cameroon,Belgium,Import Quantity,2016,1.0
185762,Cameroon,Brazil,Import Quantity,2016,2.0
185894,Cameroon,Cambodia,Import Quantity,2016,24.0
186463,Cameroon,"China, mainland",Import Quantity,2016,2.0
187498,Cameroon,France,Import Quantity,2016,3.0
188158,Cameroon,India,Import Quantity,2016,78773.0
188894,Cameroon,Lebanon,Import Quantity,2016,1.0
189939,Cameroon,Pakistan,Import Quantity,2016,18675.0
191493,Cameroon,Thailand,Import Quantity,2016,502254.0
191914,Cameroon,United Arab Emirates,Import Quantity,2016,3.0
192153,Cameroon,United States of America,Import Quantity,2016,15399.0
192541,Canada,Afghanistan,Import Quantity,2016,362.0
192647,Canada,Albania,Import Quantity,2016,42.0
192767,Canada,Algeria,Import Quantity,2016,12027.0
193071,Canada,Antigua and Barbuda,Import Quantity,2016,3.0
193193,Canada,Argentina,Import Quantity,2016,85927.0
193293,Canada,Armenia,Import Quantity,2016,67.0
193356,Canada,Aruba,Import Quantity,2016,18.0
193457,Canada,Australia,Import Quantity,2016,189146.0
193581,Canada,Austria,Import Quantity,2016,6891.0
193676,Canada,Azerbaijan,Import Quantity,2016,71.0
193791,Canada,Bahamas,Import Quantity,2016,42.0
193905,Canada,Bahrain,Import Quantity,2016,3.0
194019,Canada,Bangladesh,Import Quantity,2016,1793.0
194143,Canada,Barbados,Import Quantity,2016,311.0
194236,Canada,Belarus,Import Quantity,2016,53.0
194306,Canada,Belgium,Import Quantity,2016,77633.0
194472,Canada,Belize,Import Quantity,2016,632.0
194574,Canada,Benin,Import Quantity,2016,8.0
194687,Canada,Bermuda,Import Quantity,2016,60.0
194862,Canada,Bolivia (Plurinational State of),Import Quantity,2016,3182.0
194956,Canada,Bosnia and Herzegovina,Import Quantity,2016,215.0
195127,Canada,Brazil,Import Quantity,2016,1084400.0
195259,Canada,British Virgin Islands,Import Quantity,2016,1.0
195344,Canada,Brunei Darussalam,Import Quantity,2016,77.0
195449,Canada,Bulgaria,Import Quantity,2016,7241.0
195537,Canada,Burkina Faso,Import Quantity,2016,42.0
195615,Canada,Burundi,Import Quantity,2016,58.0
195757,Canada,Cambodia,Import Quantity,2016,633.0
195869,Canada,Cameroon,Import Quantity,2016,656.0
