,year,CTY_CODE,CTYNAME,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,I_11,I_12,IYR,E_1,E_2,E_3,E_4,E_5,E_6,E_7,E_8,E_9,E_10,E_11,E_12,EYR
1286,2011,4635,Kyrgyzstan,0.510518,0.233379,0.252237,0.13618,0.5687800000000001,0.223795,0.010409,0.24118299999999998,0.056777999999999995,0.183527,0.04113,0.203132,2.661048,2.666929,25.206056,9.006167999999999,6.743346000000001,4.16095,3.6904209999999997,4.467962,5.4659580000000005,18.223492999999998,5.229536,11.68525,7.402677000000001,103.948746
1287,2012,4635,Kyrgyzstan,0.122457,0.151311,0.350986,1.536002,0.612306,0.12829200000000002,0.631961,0.514606,1.7314479999999999,1.294894,1.871823,0.30450900000000003,9.250595,11.653572,19.853323,8.548285,17.292367000000002,9.063930000000001,18.099465,5.182442,5.99885,7.840584,11.328349000000001,8.571812,22.060831,145.49381
1288,2013,4635,Kyrgyzstan,0.017592,0.371784,1.094841,0.335187,0.326423,0.188105,0.0,0.0,0.0,0.0,0.0,0.0,2.333932,4.866077,13.049149,7.041256,5.525215,17.684479,9.386656,0.0,0.0,0.0,0.0,0.0,0.0,57.552831999999995
1295,2007,4641,Moldova,1.587841,1.6784860000000001,2.257857,1.9520790000000001,2.504844,1.7748580000000003,1.263452,2.02822,2.873061,2.127127,1.7164689999999998,1.38848,23.152773999999997,3.611507,2.591242,2.273275,3.6017099999999997,2.4175299999999997,3.9614730000000002,4.804022,6.814386,7.37385,6.669447,4.401533000000001,4.148364,52.668339
1296,2008,4641,Moldova,1.079681,0.817108,1.319613,0.808459,0.976651,0.7878930000000001,1.350573,1.150234,1.330239,1.2583309999999999,0.640728,0.7118720000000001,12.231382,4.187930000000001,9.055563000000001,6.159554,7.987151,2.278997,3.9721620000000004,6.637060000000001,7.138189,9.819255,4.238638,1.922202,2.8405970000000003,66.237298
1297,2009,4641,Moldova,0.517617,0.354696,0.29486799999999996,0.413133,0.40576799999999996,0.474138,0.702675,1.195961,1.524834,1.1443709999999998,0.551736,0.578394,8.158191,1.2129729999999999,1.1864430000000001,5.3220339999999995,1.095345,1.016636,2.263784,4.294855,1.3290469999999999,2.893888,3.0062740000000003,1.253641,1.769163,26.644083000000002
1298,2010,4641,Moldova,0.656996,0.7339319999999999,0.435118,0.449647,0.888753,1.075014,1.658786,1.441064,1.220775,1.573194,0.9467959999999999,1.374107,12.454182000000001,8.878492,0.798205,3.8307879999999996,2.791722,1.602308,5.256457,2.034913,1.9334310000000001,1.496174,4.371032,1.825395,2.9946,37.813517
1299,2011,4641,Moldova,0.902285,0.593429,0.689213,0.8283290000000001,1.122886,1.939772,2.687557,1.7661790000000002,1.322941,1.4581879999999998,1.385866,1.497969,16.194614,2.419663,0.97262,1.668002,3.319342,3.510647,4.80319,5.221158999999999,2.305974,2.7185900000000003,4.31002,5.1707279999999995,3.1346220000000002,39.554557
1300,2012,4641,Moldova,2.151669,1.768992,0.7645350000000001,1.044276,1.863168,2.7846330000000004,2.315233,2.8196209999999997,2.1366490000000002,1.709697,3.24858,2.737581,25.344634,1.815991,2.320898,3.9186410000000005,2.9461880000000003,2.249533,6.433919,2.245796,3.785772,3.5374760000000003,2.415798,2.594171,4.003793,38.267976000000004
1301,2013,4641,Moldova,3.795761,1.526918,2.354413,3.288179,2.678442,2.865842,0.0,0.0,0.0,0.0,0.0,0.0,16.509555,1.53504,3.635683,4.173029,5.446701,5.035633,3.713079,0.0,0.0,0.0,0.0,0.0,0.0,23.539165
1308,2007,4642,Tajikistan,0.022164,0.035160000000000004,0.095398,0.0017800000000000001,0.034905,0.017033,0.003964,0.017347,0.0063490000000000005,0.0,0.058734,0.015642,0.30847600000000003,1.061199,0.298116,17.250304,1.2257040000000001,1.094291,8.010418,0.795246,1.609712,9.561349,7.334039999999999,2.398662,2.046532,52.685573
1309,2008,4642,Tajikistan,0.0,0.196427,0.547,0.001734,2.31527,0.017421000000000002,0.0,0.313266,0.000993,0.027607999999999997,0.019492,4.775364,8.214575,4.314068,0.802672,0.586535,4.99808,0.773496,1.126209,0.156391,4.178636,1.44886,10.85408,20.106753,2.082377,51.428157
1310,2009,4642,Tajikistan,0.015137999999999999,8.068760000000001,0.025578,0.0074329999999999995,0.0,0.006529000000000001,0.154,0.000488,0.033048,0.192518,0.000604,0.010156,8.514252,2.046657,10.734899,1.135918,1.635761,1.372835,11.160705,0.315213,0.668766,0.476235,1.759295,8.142372,1.722851,41.171507
1311,2010,4642,Tajikistan,1.309212,0.000959,0.00223,0.0005740000000000001,0.0014759999999999999,0.024465999999999998,0.0057,0.012355,0.022238,0.055353999999999993,0.040517000000000004,0.029827999999999997,1.504909,0.687771,13.250148000000001,5.276711,1.4071850000000001,1.014218,8.617134,10.034728,1.152509,1.976619,9.843805999999999,1.5260559999999999,2.226314,57.013199
1312,2011,4642,Tajikistan,0.020299,0.013003,0.011068999999999999,0.056614,11.568750999999999,0.38452800000000004,0.025088,0.01119,0.0007440000000000001,0.10012599999999999,0.029894,0.06647,12.287776,0.974843,22.606366,1.514232,2.378217,1.48547,1.3478860000000001,1.337591,4.344503,52.596985,36.717853000000005,51.989093,0.953257,178.246296
1313,2012,4642,Tajikistan,19.612631,0.009904000000000001,0.000791,0.31629,6.586701,0.29546999999999995,0.000828,0.0009390000000000001,0.000792,0.001462,0.0061990000000000005,0.006670000000000001,26.838677,0.8897940000000001,7.384195,0.461265,12.818908,0.5258550000000001,4.067646,1.8788220000000002,3.404001,2.3323650000000002,4.2663519999999995,14.594935999999999,1.557734,54.181872999999996
1314,2013,4642,Tajikistan,0.010311,0.543196,0.026277,0.006959999999999999,0.039467,0.002538,0.0,0.0,0.0,0.0,0.0,0.0,0.628749,0.47697399999999995,3.4426669999999997,16.642288,2.0367040000000003,4.525723,11.969128999999999,0.0,0.0,0.0,0.0,0.0,0.0,39.093485
1321,2007,4643,Turkmenistan,21.360485999999998,3.614668,2.702466,2.545918,15.647109,4.734528,43.784981,52.198357,32.888753,23.903322,2.953932,12.490547,218.825067,2.7474279999999998,47.583146,1.7786509999999998,48.569637,3.332465,2.696797,8.188044,2.651608,2.010911,4.166819,1.5930440000000001,1.971552,127.290102
1322,2008,4643,Turkmenistan,7.239674000000001,2.221305,2.5944119999999997,1.0214860000000001,29.378401,19.912983999999998,34.816775,17.344398,16.245955,2.633365,4.054001,2.4853490000000003,139.948105,2.2153400000000003,7.71835,6.096080000000001,2.908522,3.5695069999999998,5.035812,6.107653,10.718176,3.181966,3.683274,3.496307,4.974813,59.7058
1323,2009,4643,Turkmenistan,2.436768,2.597181,1.921775,1.874424,3.5308919999999997,3.042553,3.686429,5.430187,6.773001,41.417404,4.755985,15.567692999999998,93.03429200000001,8.988722000000001,17.316959,20.529232,14.829510999999998,39.405418,17.87645,7.846747,65.849838,91.17710799999999,3.234516,4.0405489999999995,2.563802,293.658852
1324,2010,4643,Turkmenistan,4.240856,3.5052839999999996,3.231262,0.801493,2.140102,2.149006,4.534696,3.468542,2.729381,3.144173,17.039203,1.414799,48.398796999999995,2.027023,2.218903,4.123391000000001,2.776679,3.7730019999999995,3.871007,4.65294,3.409247,3.613768,3.237965,1.8500419999999997,4.411797,39.965764
1325,2011,4643,Turkmenistan,0.863665,1.347742,1.666754,1.248377,2.875819,3.252473,3.793574,2.881452,16.478709,5.409279,2.496584,1.115666,43.430094,2.945282,3.9435660000000006,6.646614,3.458365,3.6701129999999997,6.140048,5.708185,9.464787,4.225486,10.83618,5.943411,7.892795,70.874832
1326,2012,4643,Turkmenistan,6.272149,0.718225,0.809116,1.321982,3.7291830000000004,20.452796,4.422451000000001,3.332778,29.673854,1.746629,11.911989,5.976113,90.367265,5.500966,4.6387529999999995,5.17131,6.225339,4.91604,9.909921,5.553616000000001,12.9695,12.832562,10.417988000000001,7.492896000000001,6.3906410000000005,92.019532
1327,2013,4643,Turkmenistan,0.71082,6.239932,1.102794,2.535634,2.890959,1.129089,0.0,0.0,0.0,0.0,0.0,0.0,14.609228,2.6223259999999997,12.231639,6.714144999999999,7.173871000000001,62.643765,68.96726600000001,0.0,0.0,0.0,0.0,0.0,0.0,160.353012
1334,2007,4644,Uzbekistan,1.017285,1.973502,0.769682,0.821926,38.510870000000004,1.62049,1.243715,55.264348999999996,61.695774,0.44287,0.492937,0.6879069999999999,164.54130700000002,5.18565,2.555751,6.872889999999999,4.586321,4.744199,13.402360999999999,24.614667,2.1411849999999997,13.842487,5.204031,2.968644,2.636128,88.75431400000001
1335,2008,4644,Uzbekistan,20.727101,37.471197,38.609959,50.401814,7.526333,0.41147700000000004,50.551048,0.600402,50.424147,0.630749,14.892648000000001,19.980701999999997,292.227577,17.38169,1.848868,184.615907,3.3367050000000003,7.455089,7.269829,18.41667,8.111044,16.729448,4.143668,21.908239000000002,9.441906,300.659063
1336,2009,4644,Uzbekistan,0.691651,0.6718109999999999,14.365391,0.765998,19.162924,0.6640119999999999,0.583683,25.750089000000003,0.528122,0.445345,25.24012,0.6289819999999999,89.49812800000001,5.536201999999999,2.41414,11.970462,16.386457,9.787366,4.9481,10.179266,4.811593,7.17594,12.866469,4.530201,6.930688000000001,97.536884
1337,2010,4644,Uzbekistan,24.279646,3.978964,0.5691470000000001,0.83473,15.695681,18.258698000000003,0.440194,0.519288,1.5730620000000002,0.29688000000000003,0.956461,0.675565,68.078316,5.854912000000001,5.604768,6.073079,2.810061,8.938275,10.433255,4.705598,10.963708,6.860766,18.459532,5.679555000000001,14.764728,101.148237
1338,2011,4644,Uzbekistan,0.498321,0.626422,0.895266,0.44087600000000005,0.8908,22.626105,21.689456,1.277234,0.79477,0.341968,0.334566,0.747663,51.163447,6.572303999999999,12.219173,15.091311,9.854336,11.590603999999999,5.689972,6.477984999999999,5.845935,9.21912,9.872579,4.34896,3.620998,100.403277
1339,2012,4644,Uzbekistan,0.72115,0.716443,0.339715,0.29894699999999996,0.49872700000000003,0.722535,0.24126599999999998,0.416483,19.324897,0.322925,1.174752,1.1621219999999999,25.939962,2.845307,159.7456,12.730255999999999,28.282857,9.293389999999999,10.726097,28.230179999999997,13.040132,2.802706,3.1466830000000003,10.433950999999999,3.333893,284.61105200000003
1340,2013,4644,Uzbekistan,0.777566,2.083488,0.52558,0.32947600000000005,19.708787,0.42362,0.0,0.0,0.0,0.0,0.0,0.0,23.848517,4.603537,6.369730000000001,3.590266,2.736,122.727602,6.4637459999999995,0.0,0.0,0.0,0.0,0.0,0.0,146.490881
1347,2007,4700,Spain,797.274739,668.6110620000001,975.114182,747.9879599999999,909.639743,1060.746052,966.2756509999999,983.930372,766.913437,899.483232,1003.0142789999999,719.126297,10498.11701,689.85163,700.831809,858.4495310000001,724.6738839999999,812.5209120000001,766.20376,708.699782,944.236616,915.794724,879.164316,784.998837,980.682726,9766.108527
1348,2008,4700,Spain,800.79235,742.406702,908.3894240000001,815.384927,1014.164891,1144.56844,1070.299999,995.9913769999999,959.2865390000001,930.6665939999999,848.619584,863.325958,11093.89679,901.9298869999999,1153.176759,1095.1526310000002,1011.2143560000001,976.168226,1053.761477,1152.0696050000001,1036.3598439999998,1021.113618,922.419054,912.0184390000001,954.4340060000001,12189.8179
1349,2009,4700,Spain,665.507972,571.568182,710.879204,656.245161,634.763199,729.793518,614.305476,640.621071,607.1679839999999,654.718231,619.8245099999999,751.256117,7856.650625,666.5767,908.325335,925.1300349999999,541.352029,705.25445,743.898968,603.4663320000001,605.16974,727.249125,834.037378,761.759135,694.7108599999999,8716.930087
1350,2010,4700,Spain,621.351625,459.64101600000004,735.858913,598.7990599999999,755.761771,850.731582,856.813248,715.307857,619.77828,721.349527,855.4333300000001,762.774468,8553.600677,752.48392,677.14273,780.7781349999999,810.356758,787.711673,807.355212,782.896996,833.5533690000001,850.79032,965.851687,799.764226,1506.760897,10355.44592
1351,2011,4700,Spain,797.484803,662.924817,985.465542,1076.3397220000002,1061.610452,1033.181411,983.897025,953.808674,833.7870230000001,861.549481,887.061365,880.850417,11017.960729999999,997.859869,845.7782460000001,1046.33892,1026.271115,756.411216,841.3156050000001,1022.0012730000001,1003.3410359999999,868.7501900000001,936.599487,860.747882,810.802196,11016.217040000001
1352,2012,4700,Spain,819.651259,845.1680560000001,1046.529648,902.58962,1084.902023,895.132924,1158.6672800000001,1082.30215,879.796841,1053.2856869999998,1072.608369,926.438789,11767.07265,865.469373,715.244411,788.195214,896.8345130000001,837.305641,862.920189,777.477792,733.261749,697.1615370000001,893.67583,780.12191,703.441711,9551.10987
1353,2013,4700,Spain,897.653447,883.1322210000001,1073.66716,1007.983251,1109.606563,901.735589,0.0,0.0,0.0,0.0,0.0,0.0,5873.778231,932.3011529999999,628.432938,812.45012,885.3090119999999,872.9127890000001,802.990074,0.0,0.0,0.0,0.0,0.0,0.0,4934.396086
1360,2007,4710,Portugal,272.521917,206.840545,275.937437,237.59763700000002,272.438396,256.07464100000004,304.41792799999996,256.453267,202.431475,273.64700600000003,248.908101,242.079281,3049.347631,182.907732,174.520507,212.59447400000002,228.46648399999998,217.593587,210.35281600000002,191.06786499999998,174.183197,237.56009900000004,189.900803,171.604438,287.729443,2478.481445
1361,2008,4710,Portugal,231.26060800000002,192.912922,188.667023,202.646101,250.594704,173.569271,249.800873,212.04178900000002,166.424841,184.614096,206.989687,191.914185,2451.4361,215.116396,252.385523,207.39975,274.366876,179.304519,227.10282200000003,218.623141,186.257993,225.64404700000003,180.56103000000002,268.45301,210.761167,2645.9762739999996
1362,2009,4710,Portugal,128.93296,127.01558899999999,135.958956,88.228406,93.885462,125.806688,122.54269199999999,128.125524,132.254494,194.356076,137.713548,162.297331,1577.117726,183.721661,104.745227,116.185476,80.77154200000001,60.011487,100.621965,67.388848,69.270157,70.477738,71.188099,70.62507099999999,89.840311,1084.847582
1363,2010,4710,Portugal,184.937142,193.525366,163.69696000000002,179.720401,156.724623,236.456993,189.29306699999998,205.62243600000002,150.157014,171.17271399999998,166.952931,143.273273,2141.53292,175.55542,91.450193,79.801158,63.544367,65.698938,76.880781,83.952665,74.08929499999999,63.391704000000004,105.04021499999999,99.10501,79.372381,1057.8821269999999
1364,2011,4710,Portugal,202.110616,146.589023,255.18493700000002,154.88499099999999,290.06528,224.33235499999998,217.42923,249.121429,161.635499,265.196272,175.327782,240.444829,2582.322243,107.734726,130.31911399999998,129.546468,113.05823400000001,96.746001,161.711833,123.03457399999999,84.05112,65.628097,113.12711000000002,99.885012,88.85109200000001,1313.693381
1365,2012,4710,Portugal,296.861533,195.46941999999999,284.378838,149.335723,158.249789,190.359396,200.758735,257.43769199999997,237.253875,244.47564,191.49548000000001,203.67408400000002,2609.7502050000003,69.842745,84.522829,126.792064,116.194374,103.15491999999999,79.02819699999999,62.625941000000005,65.890001,65.054135,166.64065300000001,61.848743000000006,94.490955,1096.085557
1366,2013,4710,Portugal,193.450179,216.03781099999998,232.50899500000003,281.567512,314.530679,216.353813,0.0,0.0,0.0,0.0,0.0,0.0,1454.448989,56.243483,69.30806,64.891357,71.234775,79.784183,84.882269,0.0,0.0,0.0,0.0,0.0,0.0,426.34412699999996
1373,2007,4720,Gibraltar,0.06095,0.068923,0.047704,0.113947,2.503477,0.047889999999999995,0.0,0.294258,0.007379999999999999,0.0,0.0,0.021312,3.165841,65.269139,29.170262,9.462363,26.868806,51.206799,8.780677,49.42096,104.969803,66.386088,44.010822999999995,120.627827,17.772070000000003,593.945617
1374,2008,4720,Gibraltar,0.039397,0.017543,0.0,0.0022329999999999997,0.033172,1.196178,0.06274099999999999,0.002459,0.019434,0.012112999999999999,0.0327,0.00035299999999999996,1.418323,89.67546999999999,219.00473,144.44616200000002,175.376649,196.505833,461.435153,545.902854,281.791932,123.44171999999999,98.972548,164.68168400000002,139.44881,2640.683545
1375,2009,4720,Gibraltar,0.0065569999999999995,0.023256,0.000251,0.3,0.007593000000000001,0.033625999999999996,0.1408,0.016565,0.023615,0.24552800000000002,0.101116,0.001064,0.899971,98.704676,76.494863,70.297923,79.791995,156.972565,75.350063,66.398573,92.00579,129.704014,47.181946999999994,115.080102,78.978718,1086.961229
1376,2010,4720,Gibraltar,0.055262,0.0,0.015022,0.28375300000000003,0.000935,0.013347,0.109502,0.025468,0.072871,0.007131,0.044746,0.042816,0.6708529999999999,7.636738,2.563294,70.415522,177.639399,258.42938399999997,73.850727,28.421052000000003,98.700631,188.343997,208.609499,179.443953,200.09036,1494.144556
1377,2011,4720,Gibraltar,0.899576,0.000709,0.002286,0.00041,0.08973400000000001,0.024017,0.008822,0.014506,0.0008439999999999999,0.016091,0.006612000000000001,0.031652,1.095259,367.258012,201.989909,230.372581,212.95510699999997,208.464213,257.979366,294.878685,139.825596,195.367711,466.285479,223.93212000000003,349.339656,3148.648435
1378,2012,4720,Gibraltar,0.007243,0.14626199999999998,0.0,0.175621,0.0,0.005933,0.010055,0.015964,0.204611,0.011118000000000001,0.0,0.005,0.581807,227.100944,721.03119,663.477929,154.176926,302.5243,300.10263100000003,561.504361,363.008052,672.310897,636.353957,230.988639,278.96619599999997,5111.5460219999995
1379,2013,4720,Gibraltar,0.000165,0.002769,0.028485000000000003,0.021429,0.008733,0.134916,0.0,0.0,0.0,0.0,0.0,0.0,0.196497,46.618706,242.334448,183.03196100000002,204.936919,691.551024,465.73519500000003,0.0,0.0,0.0,0.0,0.0,0.0,1834.208253
1386,2007,4730,Malta,20.617770999999998,24.243438,25.031519,23.458059,34.127331,24.474193,32.491974,23.652093,21.248936999999998,31.410165999999997,38.430726,29.47825,328.66445699999997,24.715985,9.996824,23.27198,9.318471,27.074170000000002,14.171094,18.39143,10.64665,8.432030000000001,32.608557,21.376451,7.210696,207.214338
1387,2008,4730,Malta,23.529035,23.607105999999998,27.099659000000003,31.656390999999996,21.000184,22.03803,21.662604,22.449078,31.341109999999997,17.834683,18.233867,18.195965,278.647712,37.028525,12.09826,34.023118,78.9338,8.055017,9.678238,12.505977,15.160513,9.13457,6.051387999999999,18.291539,12.476961,253.437906
1388,2009,4730,Malta,12.116019,13.914860999999998,17.695497,15.770756,19.210801,17.72182,14.702331,18.30917,19.081384,23.25403,21.639997,25.108711,218.525377,29.627304,15.540967000000002,19.049745,12.87247,28.705966999999998,5.2105,25.57215,37.597014,7.053325,14.882589000000001,5.712184,6.6353539999999995,208.459569
1389,2010,4730,Malta,19.968731,19.269365,27.048415999999996,20.920284,23.112504,23.512704,22.242863,19.621751999999997,24.238098,19.489897,18.287278,24.114595,261.826487,19.019141,25.316086,16.943978,41.919725,78.563321,7.103349000000001,81.49450999999999,69.638544,50.702971000000005,21.182937,18.528364,26.974989,457.387915
1390,2011,4730,Malta,17.001182,19.883186,30.688233,16.058621,21.027701,22.023263,19.539842999999998,20.595504000000002,23.339826000000002,19.156661,17.211205,17.532744,244.05796899999999,27.262978000000004,28.887444,27.159505,81.85712099999999,24.788259,32.246894,115.390748,102.96437900000001,88.92824,77.842742,36.218596000000005,108.751038,752.297944
1391,2012,4730,Malta,13.79225,17.791884,24.200295999999998,19.283339,26.611184,19.282023000000002,16.779532,22.646475,23.135208,19.229157,30.130039,23.714988,256.596375,11.217692999999999,195.250789,83.792475,17.179607999999998,5.448084,7.052975999999999,4.574396,6.021572,5.443819,29.512301,4.381863,21.107489,390.983065
1392,2013,4730,Malta,20.096672,19.437898999999998,25.023270999999998,14.610498000000002,16.430020000000003,18.212865,0.0,0.0,0.0,0.0,0.0,0.0,113.811225,43.975831,48.365225,9.178965,34.119787,7.457350999999999,36.832561,0.0,0.0,0.0,0.0,0.0,0.0,179.92972
1399,2007,4751,San _3ino,0.235467,0.017453,0.610441,0.046175,0.040786,0.013827,0.014122,0.017683,0.188556,0.045252,0.010423,0.205321,1.445506,0.33449,0.413642,1.604511,0.886073,0.957297,0.262685,0.14485499999999998,6.2685260000000005,0.250578,0.43982,1.4701,0.858399,13.890976
1400,2008,4751,San _3ino,0.02486,0.03284,0.06487000000000001,0.085377,0.023157,0.056407000000000006,0.026835,0.018174,0.27387100000000003,0.049135000000000005,0.086524,0.061452,0.803502,0.929149,1.474032,1.3893229999999999,2.319815,0.630169,0.6713939999999999,0.344688,0.252372,0.596742,0.232675,0.407699,0.080702,9.32876
1401,2009,4751,San _3ino,0.045224,0.05155,0.09687799999999999,0.024801,0.035618000000000004,0.025484,0.057415999999999995,0.09384400000000001,0.078788,0.047300999999999996,0.050899,0.052397000000000006,0.6602,0.2481,0.195704,0.06815800000000001,2.986125,0.172943,0.079902,0.338343,0.169667,3.246728,0.13523,0.226388,0.265505,8.132793
1402,2010,4751,San _3ino,0.02276,0.148055,0.163236,0.30471,0.374433,0.404196,0.450035,0.446533,0.114147,0.369256,0.46468000000000004,0.545029,3.8070699999999995,0.260687,0.46484,0.579526,0.31301599999999996,0.41293500000000005,0.091964,0.468146,0.083381,0.207788,0.181307,0.630365,0.296128,3.9900830000000003
1403,2011,4751,San _3ino,0.29196500000000003,0.47675500000000004,0.342806,0.832161,0.729842,0.277461,0.722638,0.46187399999999995,0.13215,0.162487,0.259482,0.154288,4.843909,0.097925,0.25540100000000004,0.160679,0.05899,0.12356600000000001,0.190444,0.32941,0.087375,0.410235,0.111983,0.067191,0.11663699999999999,2.009836
1404,2012,4751,San _3ino,0.19705999999999999,0.5680609999999999,0.707494,0.43917399999999995,0.21285900000000002,0.573971,0.8494510000000001,0.246665,0.142426,0.267905,0.374947,0.303671,4.883684,0.13335999999999998,0.10492,0.099373,0.181877,0.051726,0.030275,0.241056,0.15296400000000002,0.026327,0.15275899999999998,0.073167,0.099348,1.3471520000000001
1405,2013,4751,San _3ino,0.242549,0.465012,0.6568890000000001,0.418684,0.767125,0.358675,0.0,0.0,0.0,0.0,0.0,0.0,2.908934,0.014696,0.034586,0.124075,0.508282,0.028776,0.009514,0.0,0.0,0.0,0.0,0.0,0.0,0.719929
1412,2007,4752,Vatican City,0.036079,0.019746,0.0010789999999999999,0.0,0.011812000000000001,0.00759,0.026430000000000002,0.011281,0.001116,0.0,0.025453,0.007911,0.148497,0.9665819999999999,0.7312029999999999,0.663604,1.489939,1.362287,1.428094,1.7042,2.1194580000000003,1.071019,1.6323159999999999,3.405897,1.691512,18.266111
1413,2008,4752,Vatican City,0.007167,0.07083300000000001,0.00387,0.128171,0.006917,0.0,0.0,0.010833,0.000592,0.05260700000000001,0.013874000000000001,0.000601,0.29546500000000003,0.510085,0.393229,0.556719,0.921501,0.91025,0.23413899999999999,0.10649700000000001,1.954292,1.891892,0.8051659999999999,0.49159200000000003,0.49976000000000004,9.275122
1414,2009,4752,Vatican City,0.0,0.0060409999999999995,0.00689,0.0,0.06705,0.004786,0.011181,0.0,0.0025,0.077664,0.003941,0.0044,0.184453,0.030147000000000004,0.09476699999999999,0.112829,0.7157479999999999,1.060119,0.052663999999999996,1.264691,2.562328,0.081372,0.302745,0.47014300000000003,0.604125,7.351678
1415,2010,4752,Vatican City,0.0,0.0006730000000000001,0.0009429999999999999,0.035954,0.031455000000000004,0.0,0.0,1.21412,0.258756,0.060269,0.020536000000000002,0.38935,2.0120560000000003,0.07413600000000001,0.0,0.160944,0.025152,0.166765,0.600703,0.077937,0.315977,0.063605,0.254164,0.417386,1.0366959999999998,3.193465
1416,2011,4752,Vatican City,0.006718000000000001,0.105768,0.019247999999999998,0.000495,0.069464,0.055596000000000007,0.009431,0.002484,0.125201,0.003059,0.032873,0.083,0.513337,0.093976,0.241585,0.066073,0.183001,0.05082,0.16786700000000002,0.619556,0.037263,0.12682000000000002,0.372556,0.049817,0.281947,2.291281
1417,2012,4752,Vatican City,0.003704,0.0038130000000000004,0.012938999999999999,0.04294,0.00098,0.024207,0.005632,0.015872999999999998,0.005649,0.12493699999999999,0.006642,0.030695,0.278011,0.448613,0.507066,0.44126800000000005,0.34717,0.373017,0.792089,0.13681500000000002,0.595916,0.741334,0.272503,0.043127,0.104343,4.803261
1418,2013,4752,Vatican City,0.028437,0.04899,0.002741,0.046514,0.023462,0.0034049999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.153549,0.015717,0.013466999999999998,0.769446,0.049770999999999996,0.10286500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.951266
1425,2007,4759,Italy,2640.800791,2413.4227769999998,3006.59425,2717.603805,2841.291731,3043.746101,3409.5384700000004,3148.213132,2544.963616,3294.674365,3022.094759,2944.685729,35027.62953,1130.206975,1071.964621,1296.371671,1110.340941,1180.737056,1196.7575259999999,1139.2378130000002,1034.6446050000002,1139.619191,1283.366549,1276.0013789999998,1290.375731,14149.62406
1426,2008,4759,Italy,2988.304823,2854.032529,3029.073616,3289.100762,3228.231243,3178.138559,3734.818713,3188.993837,2526.971483,3074.3786760000003,2560.259964,2482.670936,36134.975139999995,1208.4954539999999,1295.255611,1373.353766,1370.381435,1462.630997,1623.056501,1277.198202,1293.849182,1158.309892,1275.0866369999999,1119.914714,1003.30337,15460.83576
1427,2009,4759,Italy,2210.162043,1979.741495,2246.285508,2001.0142629999998,1932.681056,2300.00718,2362.047004,2420.659952,2023.1365210000001,2248.868876,2369.938174,2335.246168,26429.78824,956.2981050000001,915.450458,1080.793565,1006.3778039999999,1001.7705380000001,1150.434624,918.5697789999999,917.770816,1088.6372900000001,1134.0859460000001,1039.665375,1058.15765,12268.01195
1428,2010,4759,Italy,2011.6041050000001,1946.255243,2499.375164,2279.2801670000003,2374.24008,2504.196584,2571.823335,2538.93696,2095.479828,2658.866423,2557.160415,2476.4239390000002,28513.642239999997,1060.7918539999998,1054.9194189999998,1182.406584,1101.108696,1317.202853,1262.696793,1124.018576,1081.6787550000001,1239.771777,1289.499552,1207.174181,1298.624047,14219.893090000001
1429,2011,4759,Italy,2452.948303,2256.831126,2968.9805929999998,2797.218583,3154.0831780000003,3081.194257,3017.592403,3028.801637,2460.7217600000004,2857.320518,2998.010574,2903.064644,33976.76758,1188.736966,1246.293623,1494.3687710000002,1448.438741,1410.679949,1479.745946,1222.2012550000002,1207.724459,1353.342201,1321.5631019999998,1292.291551,1331.782292,15997.16886
1430,2012,4759,Italy,2738.905111,2397.01684,3214.7080960000003,3211.014604,3288.667286,3199.5146640000003,3726.506107,3222.923759,2566.771534,3111.770812,3285.970054,2974.820877,36938.589739999996,1467.320536,1321.7533740000001,1575.9758199999999,1411.059856,1470.3747019999998,1445.929866,1306.5128029999998,1198.096546,1248.564936,1140.815117,1186.1602619999999,1325.2782619999998,16097.84208
1431,2013,4759,Italy,2856.8434899999997,2691.98009,3243.418854,3258.781734,3292.132338,3238.387346,0.0,0.0,0.0,0.0,0.0,0.0,18581.54385,1232.592349,1233.5285800000001,1493.0588400000001,1230.2504310000002,1581.112784,1594.945958,0.0,0.0,0.0,0.0,0.0,0.0,8365.488942
1439,2007,4791,Croatia,22.620414,26.854863,33.682468,27.79947,30.389584999999997,25.003445000000003,31.145175,19.883098999999998,29.816696000000004,32.482397,30.005851,22.095951,331.77941400000003,9.943974,19.498747,31.848526,22.868557,10.831119000000001,21.940351999999997,9.014560000000001,29.745942,25.427132999999998,37.717157,10.061694000000001,18.14143,247.03919100000002
1440,2008,4791,Croatia,23.220267,17.469133,21.92024,23.841551000000003,22.524652,18.997270999999998,24.343049,16.910819,27.452011,26.767437,23.937452,23.359121,270.743003,31.951909000000004,44.418001000000004,34.173742,35.008122,40.21962,49.653566,36.006651,46.041816,44.405747999999996,50.95085,37.214255,16.718557,466.762837
1441,2009,4791,Croatia,24.56573,17.411567,17.123632999999998,21.286251999999998,17.431516000000002,16.739879000000002,16.718744,19.989493,20.828661999999998,19.362643,22.253781,37.028554,250.740454,14.507307999999998,24.126974,14.386126999999998,14.504394,8.509035,17.897133,13.561526999999998,8.317534,13.545758,29.664571000000002,26.397928000000004,16.324573,201.742862
