,year,CTY_CODE,CTYNAME,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,I_11,I_12,IYR,E_1,E_2,E_3,E_4,E_5,E_6,E_7,E_8,E_9,E_10,E_11,E_12,EYR
1442,2010,4791,Croatia,24.9152,25.965929,28.299294,23.540815,22.51062,28.640459999999997,31.893889,23.08171,48.104255,25.441538,23.218544,30.267821,335.880075,12.469449000000001,22.084687,34.694958,24.936711,38.53972,23.805356,29.15584,35.610639,9.269166,38.376290999999995,30.153940000000002,12.704321,311.80107799999996
1443,2011,4791,Croatia,32.553205,23.974898,21.005568,35.924775,39.770067,27.310836,39.385233,29.105662,47.807531,43.329929,48.415015000000004,49.376497,437.959216,37.003621,42.457056,46.897641,25.280797,72.756266,21.073615,54.948282999999996,81.063452,15.067298000000001,45.291202,18.872999,50.1332,510.84542999999996
1444,2012,4791,Croatia,31.855320000000003,34.311628999999996,36.20534,22.434670999999998,33.419592,35.62623,41.536291999999996,40.44188,53.64364499999999,32.258942,48.263189000000004,34.055262,444.051992,12.311573,25.349594,26.242906,38.735626,28.222538,15.826088,37.085156,34.718897,12.471456,24.659862,23.810403,30.655258,310.089357
1445,2013,4791,Croatia,37.524378999999996,35.435406,33.005283,41.39793,31.147106,33.284955,0.0,0.0,0.0,0.0,0.0,0.0,211.79505899999998,19.270386,23.400871,38.925119,20.175199,25.73791,11.695075,0.0,0.0,0.0,0.0,0.0,0.0,139.20456000000001
1452,2007,4792,Slovenia,44.112742,42.150847999999996,43.511454,44.363228,37.034175,39.077174,39.93309,42.085843,35.454879,44.523047999999996,38.079037,38.027590999999994,488.35310899999996,19.377917999999998,17.548663,30.689744,20.670639,30.926777,22.513499,25.019995,29.678781,26.679276,23.481929,21.559254,28.694269,296.840744
1453,2008,4792,Slovenia,32.005747,30.761089000000002,46.486871,41.90941,40.277603000000006,39.356248,44.90591,36.264782000000004,44.352187,36.562168,35.481697,38.158982,466.52269400000006,23.289491,16.345729000000002,23.106698,25.085582000000002,26.014506,22.504645,25.03722,33.557227000000005,22.398278,20.736337,47.93002,23.590216,309.595949
1454,2009,4792,Slovenia,32.879517,27.850526000000002,38.582887,29.169157000000002,27.981161,30.300488,32.874959999999994,32.846108,35.69869,32.255482,31.793326,35.48292,387.71522200000004,27.707613000000002,72.289528,18.138613,13.017092,11.575717,11.778618,11.475844,18.556127,12.442416,17.858652,13.576208,15.228669,243.64509700000002
1455,2010,4792,Slovenia,34.682061,30.511151,44.840209,33.88851,37.979859999999995,41.958552000000005,36.190376,40.738126,39.046355,43.231029,39.903397999999996,42.144883,465.11450999999994,13.842176,15.433029000000001,30.599653000000004,11.996934,14.566472000000001,31.791453000000004,14.257201,74.219863,19.612075,69.632544,14.439789999999999,17.717593,328.108783
1456,2011,4792,Slovenia,39.734337,35.087051,41.085002,42.345705,43.813606,49.708665,48.362455,45.415094,45.527601000000004,42.902701,56.985552,53.568819999999995,544.5365889999999,90.190546,31.026540999999998,31.739032,18.942398999999998,40.427886,14.262046,65.788152,70.072775,75.994928,27.766236,104.508308,97.006776,667.725625
1457,2012,4792,Slovenia,43.324519,48.256561,43.220159,47.733807,55.548001,43.803825,54.157977,43.949121000000005,39.965701,48.160081,45.617645,47.881728,561.619125,17.130416,53.392235,35.32282,32.508528999999996,12.661206,14.821082999999998,62.930923,11.309813,18.941454999999998,22.904256,12.953294999999999,13.011557,307.887588
1458,2013,4792,Slovenia,41.594307,36.372244,41.465106,50.003547999999995,55.247583999999996,41.971609,0.0,0.0,0.0,0.0,0.0,0.0,266.654398,10.158127,17.480984,18.037981,12.791099,78.867232,12.04889,0.0,0.0,0.0,0.0,0.0,0.0,149.384313
1465,2007,4793,Bosnia and Herzegovina,1.983195,1.144406,1.915328,1.696058,1.975746,1.7265869999999999,1.8563209999999999,2.237444,2.041978,1.9757169999999997,2.18708,4.397265,25.137125,1.268783,1.321857,1.2033049999999998,0.957953,2.775035,0.835068,1.037076,2.740392,2.455844,1.9815650000000002,1.686693,1.889471,20.153042000000003
1466,2008,4793,Bosnia and Herzegovina,1.9890240000000001,1.0630700000000002,1.400725,2.340836,1.828614,2.243832,1.613889,1.7846080000000002,3.7311050000000003,1.921587,2.273589,2.495043,24.685922,1.0666069999999999,1.258653,6.373429,1.7460209999999998,3.02383,6.179587000000001,2.113745,2.238712,2.990915,2.258191,2.67306,2.190916,34.113665999999995
1467,2009,4793,Bosnia and Herzegovina,1.380467,1.552427,1.4835559999999999,1.567124,2.557897,2.525639,3.189886,2.20625,1.5569790000000001,1.6792630000000002,2.795717,2.407306,24.902510999999997,2.8770290000000003,1.647791,2.320898,2.647834,1.672757,1.828893,1.933619,1.389434,1.330933,0.794038,1.14841,1.6990619999999999,21.290698000000003
1468,2010,4793,Bosnia and Herzegovina,1.487231,1.346983,1.372364,2.785703,2.499429,2.748457,2.7126799999999998,2.734785,2.081241,1.888552,2.032731,1.88822,25.578376000000002,1.209047,0.791014,10.09408,0.989851,4.324641000000001,1.024823,1.2448629999999998,1.319788,1.973956,1.127634,0.830109,1.419704,26.34951
1469,2011,4793,Bosnia and Herzegovina,2.244567,2.048982,12.922825999999999,2.760989,3.5490169999999996,2.909362,4.426724,5.118624,4.132016999999999,2.976143,2.965576,3.628718,49.683545,0.77409,1.763267,1.4263190000000001,0.777679,1.29787,1.105761,1.31828,4.471564,0.9028729999999999,2.884173,2.405478,2.192806,21.32016
1470,2012,4793,Bosnia and Herzegovina,3.4543980000000003,3.994157,3.232205,3.462861,3.8135190000000003,3.067185,9.540343,4.482056,3.996467,3.219537,4.696835,4.294651,51.254214000000005,0.711263,1.406009,1.1492950000000002,2.043976,0.95252,1.020972,0.902741,0.5952770000000001,0.628487,2.268532,2.1717,2.023469,15.874241
1471,2013,4793,Bosnia and Herzegovina,4.80089,3.401015,3.017255,3.14345,4.326015,8.436031,0.0,0.0,0.0,0.0,0.0,0.0,27.124655999999998,2.247778,2.421029,2.625,2.78651,5.282297,1.6009799999999998,0.0,0.0,0.0,0.0,0.0,0.0,16.963594
1478,2007,4794,Macedonia,7.562942999999999,4.574701,2.376229,3.875893,5.979280999999999,0.733564,7.458976,1.7607970000000002,8.358669,12.65307,1.387313,15.923254,72.64469,1.4430399999999999,3.3131269999999997,1.8460349999999999,2.163047,7.590114,1.917586,1.313189,1.4748370000000002,2.894511,4.500223,2.489739,2.615879,33.561327
1479,2008,4794,Macedonia,6.444592,0.946267,1.201898,12.321216999999999,16.586031,0.9457629999999999,8.710139,15.660503,1.042727,1.8199299999999998,3.113444,8.932874,77.725385,3.153814,1.8933330000000002,4.440398,2.090407,3.250123,5.1455400000000004,4.084534,2.130734,4.317096,2.118777,2.3714150000000003,1.118566,36.114737
1480,2009,4794,Macedonia,6.0099160000000005,5.115328,8.762658,2.164191,0.893066,0.821308,2.794691,0.816063,1.425912,1.591546,2.390756,11.534951,44.320386,1.646133,5.916479,1.725459,2.430126,2.581922,2.819506,3.5056910000000006,3.7108809999999997,1.853262,4.796582,1.7739340000000001,2.077096,34.837071
1481,2010,4794,Macedonia,2.913505,8.104359,1.209381,1.209233,0.939091,1.494913,4.017957,1.401139,2.497311,2.452306,3.703637,7.094422,37.037254,1.42737,5.541956,3.662177,2.7194119999999997,2.085917,3.6477120000000003,1.962592,2.4722169999999997,1.546433,3.249125,1.4050690000000001,3.612853,33.332833
1482,2011,4794,Macedonia,5.625422,8.919852,9.284415,1.6539490000000001,1.129877,1.832884,6.456633999999999,1.97259,1.7408540000000001,2.429059,6.52175,4.922529,52.489815,1.40648,1.3726770000000001,2.342254,1.079377,2.0790490000000004,1.9146029999999998,2.9645,1.2418799999999999,5.728937,5.529605999999999,1.506739,2.267801,29.433903000000004
1483,2012,4794,Macedonia,9.119812,15.026403,6.215693,6.504825,3.129975,2.600603,18.38297,8.72632,2.6830000000000003,3.161515,7.253049000000001,3.956229,86.76039399999999,0.72758,0.9949309999999999,2.0003509999999998,1.7102240000000002,0.6362720000000001,4.164755,0.973505,1.498901,2.680229,1.478301,1.363375,2.8890759999999998,21.1175
1484,2013,4794,Macedonia,9.841453,14.127141,2.711633,2.4224099999999997,2.5320169999999997,1.344902,0.0,0.0,0.0,0.0,0.0,0.0,32.979556,3.8594019999999998,8.318804,5.245991,7.643174,6.781086999999999,3.9218129999999998,0.0,0.0,0.0,0.0,0.0,0.0,35.770271
1491,2009,4801,Serbia,3.3023910000000005,5.021048,4.349499,4.540096,4.010551,5.430329,8.199556,9.847474,3.3310779999999998,3.08474,4.425503,6.416335,61.9586,6.2976160000000005,7.237813,7.134107000000001,10.218477,8.131713000000001,12.806489,18.249882,10.356508999999999,7.5032190000000005,8.378547,8.107789,8.17186,112.594021
1492,2010,4801,Serbia,50.417338,6.574223,10.341628,19.978162,11.004895,11.461016,8.47205,13.874991,6.766251,12.415297,7.422467999999999,5.547383,164.275702,8.674575,5.697364,6.710248,13.575619,11.106862,7.632899,7.27734,6.582003,6.241083000000001,7.7205960000000005,11.042665,12.207958999999999,104.469213
1493,2011,4801,Serbia,4.551243,5.878206,8.126706,41.734398,8.685867,11.464897,8.692011,6.647507000000001,8.905472999999999,8.067122,9.297888,11.670687,133.722005,6.067405,7.068200999999999,9.957564,11.050775999999999,11.738061,10.99264,8.610544,10.080746000000001,10.823488000000001,19.217701,8.446069999999999,12.386491,126.439687
1494,2012,4801,Serbia,11.028666000000001,8.904717999999999,9.005861999999999,12.759605,14.366933,13.003697,14.623192000000001,14.361336999999999,7.0555,13.129709,11.505832,15.812489999999999,145.557541,10.478344,9.066277000000001,11.593094,14.377920000000001,15.031341000000001,6.374714,7.495010000000001,12.352406,12.029277,8.304177000000001,8.327796000000001,12.227639,127.657995
1495,2013,4801,Serbia,9.84949,12.305036,13.403595000000001,12.497580000000001,16.087929000000003,40.328617,0.0,0.0,0.0,0.0,0.0,0.0,104.472247,17.52996,8.779645,9.752749,20.606641,12.95027,11.794233,0.0,0.0,0.0,0.0,0.0,0.0,81.413498
1496,2007,4802,Serbia,5.039169,2.900045,2.876089,3.229835,4.971173,4.932157,4.462873,7.243678999999999,3.772101,6.510701999999999,6.771124,5.563547,58.272493999999995,3.982735,4.114562,7.3311470000000005,16.024818,7.875514,13.607189000000002,10.093199,8.020425999999999,9.997021,7.748689,10.797856,9.989934,109.58308999999998
1497,2008,4802,Serbia,6.6409270000000005,4.249512999999999,6.310455999999999,4.981661,5.51227,4.2502,6.798265,6.508466,5.512875,6.003327,7.716774000000001,7.161675,71.64640899999999,9.099345,19.674576000000002,10.616067,17.461337,30.471086,19.860194,23.772442,18.911274,24.037205,12.489172,10.986051,9.978709,207.357458
1498,2009,4803,Kosovo,0.033119,0.0,0.0,0.01584,0.09597,0.056792999999999996,0.090376,0.024012000000000002,0.022822,0.00747,0.022959999999999998,0.026566000000000003,0.395928,0.131355,0.259662,0.424849,0.07506,0.29944299999999996,0.157424,0.390788,0.148755,0.636939,0.610643,0.11582,1.751528,5.0022660000000005
1499,2010,4803,Kosovo,0.03113,0.002552,0.013578999999999999,0.02146,0.0,0.001051,0.0,0.0,0.014434,0.00314,0.0,0.001312,0.088658,1.2199209999999998,0.411909,0.818016,0.22123400000000001,0.75534,1.129842,0.582134,1.016529,0.761097,1.059956,0.986864,2.2202029999999997,11.183045
1500,2011,4803,Kosovo,0.018144,0.0,0.0,0.003032,0.22558000000000003,0.038144,0.026008,0.000171,0.0,0.0,0.00321,0.0,0.314289,0.552136,1.1633799999999999,1.1455469999999999,1.699639,0.6402140000000001,0.5191899999999999,0.831307,1.8563919999999998,1.393229,1.572975,0.827241,3.3708660000000004,15.572116000000001
1501,2012,4803,Kosovo,0.0047079999999999995,0.0,0.0216,0.028718,0.003,0.040889,0.005425,0.010405,0.066026,0.007118000000000001,0.049683,0.021243,0.258815,1.300058,0.743506,0.363238,1.613283,0.686736,3.861108,1.509994,1.942647,1.416996,3.125467,1.9177080000000002,2.351493,20.832234
1502,2013,4803,Kosovo,0.056842,0.152222,0.071782,0.0281,0.0,0.012388,0.0,0.0,0.0,0.0,0.0,0.0,0.321334,0.859175,0.373004,1.249555,1.6437389999999998,1.1958440000000001,0.676344,0.0,0.0,0.0,0.0,0.0,0.0,5.997661
1503,2007,4804,Montenegro,0.258797,0.133882,1.554745,0.788971,0.009141,0.41306099999999996,0.063556,0.104727,0.979353,0.034871,0.008598999999999999,1.014312,5.364015,2.065609,3.407868,2.131875,1.2689190000000001,1.4443290000000002,5.011094,2.7843080000000002,3.892729,0.900731,4.413734,2.506904,15.477963,45.306063
1504,2008,4804,Montenegro,0.01287,0.014308000000000001,0.073528,0.015378,0.028531,0.023459,0.039514,0.051075,0.022288,0.10081799999999999,0.008591,0.07675,0.46711,3.046984,1.563816,2.249349,2.48332,3.112412,1.913933,3.67352,13.599013000000001,4.309753,5.835763,4.546146,6.8514919999999995,53.185501
1505,2009,4804,Montenegro,0.755483,0.44236400000000003,0.073638,0.186387,0.10323399999999999,1.289066,1.491303,1.8113549999999998,0.014601,0.014603999999999999,10.414733,0.037241,16.634009,3.833219,2.9599159999999998,3.46257,3.995369,4.594967,4.3302,2.8311830000000002,3.897987,1.634725,1.418552,0.613609,1.215571,34.787867999999996
1506,2010,4804,Montenegro,0.026861000000000003,0.213723,0.402321,0.531633,0.398787,0.5105270000000001,0.46531999999999996,0.196818,0.238492,0.231735,0.457662,0.273427,3.9473059999999998,0.882749,1.4193,1.2428860000000002,1.276181,2.128991,0.915802,0.925227,1.106529,0.561263,1.6236059999999999,1.254311,1.217958,14.554803
1507,2011,4804,Montenegro,0.119933,0.399592,0.597874,0.41872200000000004,0.025418,0.260815,0.35873499999999997,0.705855,0.441724,0.40128400000000003,0.516904,0.139775,4.3866309999999995,0.390281,0.616751,1.177865,1.622264,3.5521269999999996,1.9057060000000001,1.242483,1.603466,0.949682,1.421465,1.75295,1.437969,17.673009
1508,2012,4804,Montenegro,0.165995,0.14710399999999998,0.624146,0.386515,0.4113,0.894508,0.265393,0.39624699999999996,0.080414,0.086128,0.180578,0.027395999999999997,3.665724,1.582224,1.721618,0.567303,0.852383,1.560337,1.054846,0.915107,0.868122,0.6774899999999999,1.163571,0.587734,0.8466670000000001,12.397402
1509,2013,4804,Montenegro,0.36149699999999996,0.070642,0.170742,0.158777,0.06490499999999999,0.16888499999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.995448,0.746632,0.457363,2.0113529999999997,1.133491,6.467773,1.914019,0.0,0.0,0.0,0.0,0.0,0.0,12.730630999999999
1516,2007,4810,Albania,1.36053,1.1481219999999999,0.5302899999999999,0.696472,1.4713,1.0055129999999999,0.405965,0.669199,0.5120239999999999,0.39070900000000003,0.758833,0.574982,9.523939,1.547336,1.250516,3.383489,1.443357,1.142307,10.037766,1.3499299999999999,2.214016,1.685611,3.060638,3.09232,3.757829,33.965115000000004
1517,2008,4810,Albania,0.42280200000000007,0.6327,1.335227,0.765571,1.125524,1.21,1.0456590000000001,1.032298,0.572867,1.1971100000000001,1.267233,1.170896,11.777887,2.960337,1.1681860000000002,1.829722,6.540882,2.756595,2.943078,3.49281,4.0048580000000005,2.07049,3.573467,5.0619629999999995,3.628672,40.03106
1518,2009,4810,Albania,0.56275,0.5351229999999999,1.210142,0.844075,3.225491,0.45778599999999997,0.9848290000000001,1.5502879999999999,1.601888,1.567748,1.380225,1.080066,15.000410999999998,3.0504990000000003,1.45951,1.527175,4.533464,4.325324,6.420594,7.651897,2.416034,4.479588,2.817519,4.445126,4.8918349999999995,48.018565
1519,2010,4810,Albania,1.54425,0.6896439999999999,3.239881,5.390099,3.0100849999999997,3.0200240000000003,1.285081,1.7622669999999998,2.117498,2.061245,1.9883389999999999,4.229869,30.338282,1.828489,3.149945,3.5421690000000003,5.479692,7.6369110000000004,7.0170960000000004,2.5307060000000003,1.8936540000000002,2.3725959999999997,3.9030989999999997,3.3206160000000002,3.7573769999999995,46.43235
1520,2011,4810,Albania,2.849357,2.583338,2.781168,1.518247,1.606443,1.952204,1.3551819999999999,2.994522,2.352882,2.190401,1.7902069999999999,2.439953,26.413904,3.9890980000000003,2.784725,3.643033,3.243518,3.9823980000000003,7.501127,3.760293,3.002618,2.571389,4.0481370000000005,3.957322,5.046018,47.529676
1521,2012,4810,Albania,1.629316,1.631268,1.147923,2.246971,1.1405239999999999,1.139804,0.471559,1.522859,1.636579,1.443035,3.219675,1.627406,18.856919,2.399957,2.9193830000000003,3.5528989999999996,4.126469999999999,6.700259,6.532923,3.9305839999999996,4.51136,3.554244,5.7772559999999995,5.702829,4.374126,54.08229
1522,2013,4810,Albania,1.128829,1.336203,2.017887,1.204768,1.6526919999999998,1.4929729999999999,0.0,0.0,0.0,0.0,0.0,0.0,8.833352,3.771411,6.870659,5.0776010000000005,5.829262,7.505281,5.982718,0.0,0.0,0.0,0.0,0.0,0.0,35.036932
1529,2007,4840,Greece,71.044637,106.78355,80.395943,106.67432600000001,123.69838,66.310901,131.208782,124.82073600000001,68.551684,127.30546000000001,85.381885,99.753596,1191.9298800000001,283.460995,245.460697,319.361875,145.060776,170.804822,129.420492,122.292703,145.480767,121.027179,136.844943,136.755689,154.23506899999998,2110.206007
1530,2008,4840,Greece,99.282154,65.864855,48.345908,86.805642,82.31894399999999,76.916579,78.31558199999999,57.324226,110.580525,101.2174,113.92015400000001,78.04610100000001,998.9380699999999,143.451171,161.736378,101.383125,138.736397,166.587549,192.547435,110.58475200000001,227.60187799999997,141.936327,185.153405,231.167406,130.684913,1931.570736
1531,2009,4840,Greece,74.373099,48.123795,103.04385,76.508108,70.029151,52.334312,49.485538,58.662769999999995,125.94521999999999,75.02991999999999,49.978769,57.034259999999996,840.548792,107.24017099999999,101.884857,171.269978,145.57465,310.052887,283.740053,175.41868,81.4804,113.84983899999999,595.54024,138.275048,262.737261,2487.064064
1532,2010,4840,Greece,55.29099,55.569426,63.536751,56.639616000000004,70.195122,53.61725500000001,63.086062,56.741317,98.040377,53.442209999999996,112.757672,58.957467,797.874265,136.53397900000002,101.73011,96.288113,82.778883,74.99044599999999,106.112664,104.384853,70.71306,56.083031999999996,71.514685,78.20897099999999,127.114314,1106.45311
1533,2011,4840,Greece,86.508266,64.799269,68.029201,85.91583100000001,78.698461,69.62147900000001,74.817327,66.94311,56.323755000000006,73.950278,62.411032999999996,77.426201,865.444211,75.708023,70.730324,61.907481000000004,72.485146,100.34559200000001,124.09166499999999,169.19984,98.69704399999999,83.947715,48.712401,85.063136,130.605446,1121.493813
1534,2012,4840,Greece,83.63293399999999,70.51563900000001,137.43593,82.596183,83.350438,89.983541,75.811633,85.230574,55.283266000000005,70.741688,73.95344899999999,78.398949,986.934224,44.650933,117.508798,85.60689,62.266535,56.541903000000005,89.11285699999999,53.26416700000001,46.878917,78.35863499999999,55.43334300000001,53.868024,61.39589399999999,804.886896
1535,2013,4840,Greece,67.58655,56.585716000000005,87.385274,86.303467,65.51799,84.429702,0.0,0.0,0.0,0.0,0.0,0.0,447.80869900000005,44.0831,55.950607999999995,49.984294,106.055676,54.361408,69.499212,0.0,0.0,0.0,0.0,0.0,0.0,379.934298
